state,district_name,nces_id,corona,covid,n_links,links
Indiana,Brown County School Corporation,1800960,FALSE,TRUE,1,http://www.brownco.k12.in.us/http://browncountyschools.com/2020/03/food-service-program-during-covid-19-shutdown/
Indiana,Brownsburg Community School Corp,1801020,FALSE,TRUE,1,http://www.brownsburg.k12.in.us/https://www.brownsburg.k12.in.us/covid19-updates
Indiana,Canaan Community Academy,1800129,FALSE,TRUE,3,"http://www.canaancommunityacademy.com/covid-19, http://www.canaancommunityacademy.com/covid-19, http://www.canaancommunityacademy.com/covid-19"
Indiana,Carmel Clay Schools,1801200,FALSE,TRUE,5,"http://www.ccs.k12.in.us//about/coronavirus-information, http://www.ccs.k12.in.us//about/coronavirus-information, http://www.ccs.k12.in.us/https://www.ccs.k12.in.us/~board/district-news/post/covid-19-informationupdate-3132020, http://www.ccs.k12.in.us/https://www.ccs.k12.in.us/~board/district-news/post/covid-19-informationupdate-3132020, http://www.ccs.k12.in.us/http://www.ccs.k12.in.us/about/coronavirus-information"
Indiana,Center Grove Community School Corp,1801440,TRUE,TRUE,2,"http://www.centergrove.k12.in.us/https://www.centergrove.k12.in.us/stopthespread, http://www.centergrove.k12.in.us/../../site/default.aspx?PageType=3&DomainID=1&ModuleInstanceID=13643&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=21349&PageID=1"
Indiana,Centerville,ABINGTON COM SCHS,TRUE,TRUE,3,NA
Indiana,Central Noble Com School Corp,1801710,TRUE,TRUE,1,http://www.centralnoble.k12.in.us/
Indiana,Charter School of the Dunes,1800027,TRUE,TRUE,1,http://www.csdunes.org/https://www.google.com/url?q=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Findex.html&sa=D&sntz=1&usg=AFQjCNFReparL1qkL7Qb_9ratGh7ZrSb7Q
Indiana,Clark,PLEASANT COMMUNITY SCH CORP,TRUE,FALSE,2,NA
Indiana,Clay Community Schools,1800840,TRUE,TRUE,1,http://www.clay.k12.in.us//domain/8598
Indiana,Clinton Central School Corporation,1802130,TRUE,FALSE,1,http://www.clinton.k12.in.us/apps/news/show_news.jsp?REC_ID=618897&id=3
Indiana,Cloverdale Community Schools,1802220,TRUE,FALSE,1,http://www.cloverdale.k12.in.us//news/what_s_new/c_c_s_c_coronavirus_prevention
Indiana,Community Schools of Frankfort,1803660,TRUE,FALSE,1,http://www.frankfortschools.org/https://www.frankfortschools.org/apps/pages/index.jsp?uREC_ID=1689555&type=d&pREC_ID=1847027&tota11y=true
Indiana,Concord Community Schools,1802400,TRUE,TRUE,5,"http://www.concord.k12.in.us/https://www.nasponline.org/resources-and-publications/resources-and-podcasts/school-climate-safety-and-crisis/health-crisis-resources/talking-to-children-about-covid-19-(coronavirus)-a-parent-resource?utm_source=delegate_message&utm_medium=email&utm_campaign=DM_IN_0320&_cldee=c3N0b25lQGNvbmNvcmQuazEyLmluLnVz&recipientid=contact-2e5ed3b3500ae71180fbc4346bad4674-5687b6ab0e574bf2b46788e748a37fe4&esid=a6c8d7d7-4365-ea11-a811-000d3a1bbde1, http://www.concord.k12.in.us/https://www.concord.k12.in.us/concord-health-services-department/, http://www.concord.k12.in.us/https://www.nasponline.org/resources-and-publications/resources-and-podcasts/school-climate-safety-and-crisis/health-crisis-resources/talking-to-children-about-covid-19-(coronavirus)-a-parent-resource?utm_source=delegate_message&utm_medium=email&utm_campaign=DM_IN_0320&_cldee=c3N0b25lQGNvbmNvcmQuazEyLmluLnVz&recipientid=contact-2e5ed3b3500ae71180fbc4346bad4674-5687b6ab0e574bf2b46788e748a37fe4&esid=a6c8d7d7-4365-ea11-a811-000d3a1bbde1, http://www.concord.k12.in.us/https://www.concord.k12.in.us/concord-health-services-department/, http://www.concord.k12.in.us/https://www.nasponline.org/resources-and-publications/resources-and-podcasts/school-climate-safety-and-crisis/health-crisis-resources/talking-to-children-about-covid-19-(coronavirus)-a-parent-resource?utm_source=delegate_message&utm_medium=email&utm_campaign=DM_IN_0320&_cldee=c3N0b25lQGNvbmNvcmQuazEyLmluLnVz&recipientid=contact-2e5ed3b3500ae71180fbc4346bad4674-5687b6ab0e574bf2b46788e748a37fe4&esid=a6c8d7d7-4365-ea11-a811-000d3a1bbde1"
Indiana,Covington Community School Corp,1802430,TRUE,TRUE,1,http://www.covington.k12.in.us/http://www.covington.k12.in.us/ccsc-coronavirus-impact-update/
Indiana,Crawford County Community Sch Corp,1802440,TRUE,FALSE,1,http://www.cccs.k12.in.us/https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/607130/Coronavirus_update.pdf
Indiana,Crown Point Community School Corp,1802490,FALSE,TRUE,1,http://www.cps.k12.in.us/../../site/default.aspx?PageType=3&DomainID=1&ModuleInstanceID=1701&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=22174&PageID=1
Indiana,Csusa Howe,1800126,FALSE,TRUE,2,"http://www.charterschoolsusa.com//covid19update/, http://www.charterschoolsusa.com/https://www.charterschoolsusa.com/covid19update/"
Indiana,Daleville Community Schools,1809840,TRUE,TRUE,3,"http://www.daleville.k12.in.us//o/dcs/page/covid-19-information--59, http://www.daleville.k12.in.us/http://dalevillein.apptegy.us/o/dcs/page/covid-19-information--59, http://www.daleville.k12.in.us//article/204022?org=dcs"
Indiana,Danville Community School Corp,1802550,TRUE,TRUE,1,http://www.danville.k12.in.us/https://www.danville.k12.in.us/Page/694
Indiana,Decatur County Community Schools,1802610,TRUE,TRUE,2,"http://www.decaturco.k12.in.us/https://www.decaturco.k12.in.us/COVID-19, http://www.decaturco.k12.in.us//COVID-19"
Indiana,Dekalb Co Eastern Com Sch Dist,1803060,TRUE,TRUE,3,"http://www.dekalbeastern.com/http://www.dekalbeastern.com/about/files/Our%20Schools/covid19release3_24.pdf, http://www.dekalbeastern.com/http://www.dekalbeastern.com/about/files/Our%20Schools/covid19release319.pdf, http://www.dekalbeastern.com/http://www.dekalbeastern.com/about/files/Our%20Schools/covid19release.pdf"
Indiana,Duneland School Corporation,1802800,TRUE,TRUE,6,"http://www.duneland.k12.in.us//domain/400, http://www.duneland.k12.in.us//domain/400, http://www.duneland.k12.in.us/https://www.duneland.k12.in.us/site/Default.aspx?PageID=2&DomainID=4#calendar1/20200328/event/12189, http://www.duneland.k12.in.us/https://www.duneland.k12.in.us/site/Default.aspx?PageID=2&DomainID=4#calendar1/20200329/event/12189, http://www.duneland.k12.in.us/https://www.duneland.k12.in.us/site/Default.aspx?PageID=2&DomainID=4#calendar1/20200330/event/12189, http://www.duneland.k12.in.us/https://www.duneland.k12.in.us/site/Default.aspx?PageID=2&DomainID=4#calendar1/20200331/event/12189"
Indiana,East Allen County Schools,1802850,TRUE,TRUE,6,"http://www.eacs.k12.in.us//news/what_s_new/c_o_v_i_d-19_informational_letter, http://www.eacs.k12.in.us//district_info/c_o_v_i_d-19_information, http://www.eacs.k12.in.us//news/what_s_new/c_o_v_i_d-19_informational_letter, http://www.eacs.k12.in.us//district_info/c_o_v_i_d-19_information, http://www.eacs.k12.in.us//news/what_s_new/c_o_v_i_d-19_informational_letter, http://www.eacs.k12.in.us//news/what_s_new/c_o_v_i_d-19_informational_letter"
Indiana,East Central Education Service Ctr,1800070,TRUE,FALSE,1,http://www.ecesc.k12.in.us//article/217384?org=ecesc
Indiana,East Chicago Lighthouse Charter,1800054,TRUE,TRUE,4,"http://www.lighthouse-academies.org/schools/eclcs//community/coronavirus, http://www.lighthouse-academies.org/schools/eclcs//community/coronavirus, http://www.lighthouse-academies.org/schools/eclcs//community/coronavirus, http://www.lighthouse-academies.org/schools/eclcs//community/coronavirus"
Indiana,East Gibson School Corporation,1802940,FALSE,TRUE,2,"http://www.egsc.k12.in.us//covid-19, http://www.egsc.k12.in.us//covid-19"
Indiana,East Washington School Corp,1803000,TRUE,FALSE,1,"http://ewsc.k12.in.us//UserFiles/Servers/Server_18144202/File/Superintendent%20Update%20Mar%2020,2020.pdf"
Indiana,Eastbrook Community Sch Corp,1803030,TRUE,TRUE,5,"http://www.eastbrook.k12.in.ushttps://eastbrook.k12.in.us/covid19/, http://www.eastbrook.k12.in.ushttps://eastbrook.k12.in.us/2020/03/15/alternate-eastbrook-calendar-covid-19/, http://www.eastbrook.k12.in.ushttps://eastbrook.k12.in.us/2020/03/15/alternate-eastbrook-calendar-covid-19/, http://www.eastbrook.k12.in.ushttps://eastbrook.k12.in.us/2020/03/15/alternate-eastbrook-calendar-covid-19/, http://www.eastbrook.k12.in.ushttps://eastbrook.k12.in.us/2020/03/15/alternate-eastbrook-calendar-covid-19/"
Indiana,Eastern Greene Schools,1803090,TRUE,TRUE,2,"http://www.egreene.k12.in.us//UserFiles/Servers/Server_550661/File/OurDistrict/Website/Coronavirus%20Letter.docx%20(1).pdf, http://www.egreene.k12.in.us//UserFiles/Servers/Server_550661/File/OurDistrict/Website/COVID-19_parent_Letter_template_03.03.20.pdf"
Indiana,Eastern Howard School Corporation,1803150,TRUE,TRUE,3,"http://www.eastern.k12.in.us/https://docs.google.com/file/d/1LqCt4ecmvqug4JrOZi8NpveMT1ZBjQW-/view?rm=minimal, http://www.eastern.k12.in.us/https://docs.google.com/file/d/1G45MuwEAFGoUYMO9pZ3I3SmQAZiP2Suv/view?rm=minimal, http://www.eastern.k12.in.us/https://www.cdc.gov/coronavirus/2019-ncov/index.html"
Indiana,Eastern Pulaski Community Sch Corp,1807110,TRUE,FALSE,1,http://www.epulaski.k12.in.us/http://www.epulaski.k12.in.us/wp-content/uploads/CoronavirusPreparedness.pdf
Indiana,Edinburgh Community School Corp,1803240,FALSE,TRUE,10,"http://ecsc.k12.in.us/news/what_s_new/c_o_v_i_d-19_2020, http://ecsc.k12.in.us/news/what_s_new/c_o_v_i_d-19_lunch_plan, http://ecsc.k12.in.us/news/what_s_new/elarning_calendar_days, http://ecsc.k12.in.us/news/what_s_new/c_o_v_i_d-19_2020, http://ecsc.k12.in.us/news/what_s_new/c_o_v_i_d-19_lunch_plan, http://ecsc.k12.in.us/news/what_s_new/elarning_calendar_days, http://ecsc.k12.in.us/news/what_s_new/c_o_v_i_d-19_2020, http://ecsc.k12.in.us/news/what_s_new/c_o_v_i_d-19_2020, http://ecsc.k12.in.us/news/what_s_new/c_o_v_i_d-19_lunch_plan, http://ecsc.k12.in.us/news/what_s_new/c_o_v_i_d-19_lunch_plan"
Indiana,Elkhart Community Schools,1803270,TRUE,TRUE,2,"http://www.elkhart.k12.in.us/http://elkhart.k12.in.us/home/the-elkhart-difference/safety/coronavirus-covid-19/, http://www.elkhart.k12.in.us/http://elkhart.k12.in.us/home/the-elkhart-difference/safety/coronavirus-covid-19/"
Indiana,Eminence Community School Corp,1803330,TRUE,TRUE,2,"http://www.eminence.k12.in.ushttps://www.eminence.k12.in.us/wp-content/uploads/2020/03/1084_001.pdf, http://www.eminence.k12.in.ushttps://www.eminence.k12.in.us/2020/03/covid-19-statement/"
Indiana,Evansville Vanderburgh School Corp,1803450,TRUE,TRUE,6,"http://www.evscschools.com//about_us/coronavirus__covid-19__update, http://www.evscschools.com//about_us/coronavirus__covid-19__update/instructional_resources, http://www.evscschools.com//about_us/coronavirus__covid-19__update/c_o_v_i_d-19_talking_points, http://www.evscschools.com//about_us/coronavirus__covid-19__update, http://www.evscschools.com//about_us/coronavirus__covid-19__update/instructional_resources, http://www.evscschools.com//about_us/coronavirus__covid-19__update/c_o_v_i_d-19_talking_points"
Indiana,Fairfield Community Schools,1803480,FALSE,TRUE,1,http://www.fairfield.k12.in.us/protected/ArticleView.aspx?iid=6GBPBBI&dasi=4G30I
Indiana,Flat Rock,HAWCREEK SCHOOL CORP,FALSE,TRUE,8,NA
Indiana,Fort Wayne Community Schools,1803630,TRUE,TRUE,2,"http://www.fortwayneschools.orghttps://www.fortwayneschools.org/covid19, http://www.fortwayneschools.orgcovid19"
Indiana,Franklin Community School Corp,1803690,FALSE,TRUE,1,http://franklinschools.org../../site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=2781&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=8030&PageID=1
Indiana,Franklin Township Com Sch Corp,1803750,FALSE,TRUE,3,"http://www.ftcsc.k12.in.us/https://ftcsc.org/covid-19/, http://www.ftcsc.k12.in.us/https://ftcsc.org/cold-and-flu-season/, http://www.ftcsc.k12.in.us/https://ftcsc.org/cold-and-flu-season/"
Indiana,Frontier School Corporation,1803810,TRUE,TRUE,2,"http://www.frontier.k12.in.ushttps://frontierschoolsin.org/category/news/, http://www.frontier.k12.in.ushttps://www.cdc.gov/coronavirus/2019-ncov/about/index.html%20"
Indiana,Garrett,KEYSER,TRUE,TRUE,2,NA
Indiana,Gary Community School Corp,1803870,TRUE,TRUE,1,http://www.garycsc.k12.in.us/https://www.garycsc.k12.in.us/faqs-about-covid-19-coronavirus/
Indiana,Gary Lighthouse Charter School,1800052,TRUE,TRUE,2,"http://www.lighthouse-academies.org//coronavirus, http://www.lighthouse-academies.org//coronavirus"
Indiana,Goshen Community Schools,1803930,TRUE,TRUE,2,"http://www.goshenschools.org/http://unitedwayec.org/COVID-19?fbclid=IwAR2rlGaXrbui-bdurTf3IR94zNGyXTDYaQzxNymk-1PuYGMzIY1f6f3Z0RA, http://www.goshenschools.org/https://in211.communityos.org/COVID-19?fbclid=IwAR2ben9eCmV0vgfRGX2OxCeFWvTzwvpUpN3_ByM6ACUQMBXYZWr7Bnd4_lY"
Indiana,Greater Clark County Schools,1803940,FALSE,TRUE,2,"http://www.gcs.k12.in.us/http://gcs.k12.in.us/frequently-asked-questions-2/, http://www.gcs.k12.in.us/http://gcs.k12.in.us/frequently-asked-questions-2/"
Indiana,Greenfield,CENTRAL COM SCHOOLS,TRUE,TRUE,1,NA
Indiana,Greensburg Community Schools,1804080,TRUE,FALSE,2,"http://www.greensburg.k12.in.us/for_parents/g_c_s_coronavirus_plan, http://www.greensburg.k12.in.us/for_parents/g_c_s_coronavirus_plan"
Indiana,Griffith Public Schools,1804170,TRUE,TRUE,3,"http://www.griffith.k12.in.us//domain/780, http://www.griffith.k12.in.us//domain/780, http://www.griffith.k12.in.us/https://www.griffith.k12.in.us/domain/780"
Indiana,Hamilton Community Schools,1804230,TRUE,TRUE,3,"http://www.hcs.k12.in.us//o/hcs/page/coronavirus-updates--6, http://www.hcs.k12.in.us/https://www.hcs.k12.in.us/o/hcs/page/coronavirus-updates--6, http://www.hcs.k12.in.us//article/203208?org=hcs"
Indiana,Hamilton Heights School Corp,1804260,TRUE,TRUE,5,"http://www.hhsc.k12.in.us//Domain/356, http://www.hhsc.k12.in.us//site/Default.aspx?PageID=488, http://www.hhsc.k12.in.us/https://www.hhschuskies.org/site/Default.aspx?PageID=2&DomainID=4#calendar1/20200413/event/6566, http://www.hhsc.k12.in.us/https://www.hhschuskies.org/site/Default.aspx?PageID=2&DomainID=4#calendar1/20200414/event/6566, http://www.hhsc.k12.in.us/https://www.hhschuskies.org/site/Default.aspx?PageID=2&DomainID=4#calendar1/20200415/event/6567"
Indiana,Hamilton Southeastern Schools,1810650,TRUE,TRUE,5,"http://www.hse.k12.in.us//happenings/covid-19-information, http://www.hse.k12.in.us//Happenings/COVID-19-Information, http://www.hse.k12.in.us//happenings/covid-19-information, http://www.hse.k12.in.us//happenings/events/hse-community-board-meeting-(4), http://www.hse.k12.in.us//happenings/covid-19-information"
Indiana,Heartland Career Center,1811930,TRUE,TRUE,2,"http://www.hcc.k12.in.us/https://9989f389-be68-43f5-a66d-b06de2f386a1.filesusr.com/ugd/2ba31e_995df074e2804f6199e71527fa3d57e1.pdf, http://www.hcc.k12.in.us/https://9989f389-be68-43f5-a66d-b06de2f386a1.filesusr.com/ugd/2ba31e_0d62f9e5e6274cd6854ac0e1db46a4be.pdf"
Indiana,Hoosier Acad Virtual Charter,1800081,TRUE,FALSE,1,http://ha.k12.com//faqs/coronavirus-faqs.html
Indiana,Hoosier Academy , INDIANAPOLIS,TRUE,FALSE,1,NA
Indiana,Huntington Co Com Sch Corp,1804710,TRUE,TRUE,5,"http://www.hccsc.k12.in.us//parents/corona_virus_covid-19, http://www.hccsc.k12.in.us//e_learning/CoronavirusCOVID19, http://www.hccsc.k12.in.us//parents/corona_virus_covid-19, http://www.hccsc.k12.in.us//e_learning/CoronavirusCOVID19, http://www.hccsc.k12.in.us/http://www.hccsc.k12.in.us/parents/corona_virus_covid-19"
Indiana,Ignite Achievement Academy,1800190,TRUE,TRUE,1,http://www.igniteindy.org/http://igniteindy.org/covid-19/
Indiana,Indiana Academy for Sci Math Hmn,1800041,TRUE,TRUE,1,http://www.bsu.edu/academy/covid19
Indiana,Indiana School for the Deaf,1800024,FALSE,TRUE,1,http://www.deafhoosiers.comhttps://www.deafhoosiers.com/covid19
Indiana,Indianapolis Lighthouse East,1800173,TRUE,TRUE,2,"http://www.lighthouse-academies.org//coronavirus, http://www.lighthouse-academies.org//coronavirus"
Indiana,Indianapolis Public Schools,1804770,TRUE,TRUE,3,"http://www.myips.orghttps://myips.org/about-us/covid-19-ips-response-plan/, http://www.myips.orghttps://myips.org/about-us/covid-19-ips-response-plan/, http://www.myips.orghttps://myips.org/blog/covid-19/gov-eric-holcomb-orders-hoosiers-to-stay-at-home-to-help-decrease-covid-19-spread/"
Indiana,Irvington Community School,1800014,FALSE,TRUE,1,http://www.ics-charter.orghttps://www.ics-charter.org/covid-19-school-updates/
Indiana,j & r Phalen Leadership Academy,1800188,FALSE,TRUE,1,http://www.phalenacademies.org../../site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=45&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=3464&PageID=1
Indiana,Jac,CEN,TRUE,TRUE,1,NA
Indiana,Jennings County School Corporation,1805190,TRUE,FALSE,2,"http://www.jcsc.orghttps://tb2cdn.schoolwebmasters.com/accnt_377504/site_377505/Documents/March-13-2020-Coronavirus-Letter.pdf, http://www.jcsc.orghttps://tb2cdn.schoolwebmasters.com/accnt_377504/site_377505/Documents/Coronavirus-Press-Release.pdf"
Indiana,Kankakee Valley School Corp,1805280,FALSE,TRUE,6,"http://www.kv.k12.in.us/docs/district/covid-19/ffcra_poster_wh1422.pdf?id=3168, http://www.kv.k12.in.us/content/covid-19, http://www.kv.k12.in.us/docs/district/covid-19/ffcra_poster_wh1422.pdf?id=3168, http://www.kv.k12.in.us/content/covid-19, http://www.kv.k12.in.us/News/1152, http://www.kv.k12.in.us/News/1152"
Indiana,Kipp Indy College Prep Middle,1800028,FALSE,TRUE,2,"http://www.kippindy.orghttp://kippindy.org/covid-19-response-plan/, http://www.kippindy.orghttp://kippindy.org/covid-19-response-plan/"
Indiana,Kipp Indy Unite Elementary,1800147,FALSE,TRUE,2,"http://www.kippindy.orghttp://kippindy.org/covid-19-response-plan/, http://www.kippindy.orghttp://kippindy.org/covid-19-response-plan/"
Indiana,Knox Community School Corp,1805340,TRUE,FALSE,3,"http://www.knox.k12.in.us/about_k_c_s_c/what_s_new/coronavirus_announcement, http://www.knox.k12.in.us/about_k_c_s_c/what_s_new/coronavirus_announcement, http://www.knox.k12.in.us/about_k_c_s_c/what_s_new/coronavirus_announcement"
Indiana,Kokomo School Corporation,1805370,FALSE,TRUE,5,"http://www.kokomo.k12.in.us//kokomo_families/c_o_v_i_d-19_information, http://www.kokomo.k12.in.us//covid19, http://www.kokomo.k12.in.us//kokomo_families/c_o_v_i_d-19_information, http://www.kokomo.k12.in.us//covid19, http://www.kokomo.k12.in.us/https://www.kokomoschools.com/kokomo_families/c_o_v_i_d-19_information"
Indiana,Lafayette School Corporation,1805400,TRUE,TRUE,4,"http://www.lsc.k12.in.us//parents/coronavirus_information, http://www.lsc.k12.in.us//parents/coronavirus_information, http://www.lsc.k12.in.us//UserFiles/Servers/Server_101155/File/COVID-19/COVID.update.pdf, http://www.lsc.k12.in.us/https://www.lsc.k12.in.us/cms/One.aspx?portalId=101239&pageId=13202282"
Indiana,Lake Station Community Schools,1802910,TRUE,TRUE,2,"http://www.lakes.k12.in.ushttps://www.lakes.k12.in.us/site/default.aspx?PageType=3&DomainID=1&ModuleInstanceID=3400&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=4460&PageID=1, http://www.lakes.k12.in.us../../site/default.aspx?PageType=3&DomainID=1&ModuleInstanceID=3400&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=4460&PageID=1"
Indiana,Lakeland School Corporation,1805520,FALSE,TRUE,1,http://www.lakelandlakers.org//news/what_s_new/talking_to_children_about_c_o_v_i_d-19
Indiana,Laporte Community School Corp,1805580,TRUE,TRUE,5,"http://www.lpcsc.k12.in.us//docs/coronavirus/TALKING%20TO%20CHILDREN%20ABOUT%20COVID%2020200319.pdf, http://www.lpcsc.k12.in.us//docs/coronavirus/TALKING%20TO%20CHILDREN%20ABOUT%20COVID%2020200319%20-%20Spanish.pdf, http://www.lpcsc.k12.in.us/https://calendar.in.gov/site/gov/event/gov-holcomb-announces-more-steps-to-slow-the-spread-of-covid-19/, http://www.lpcsc.k12.in.us/http://www.cdc.gov/covid-19, http://www.lpcsc.k12.in.us/https://www.cdc.gov/coronavirus/2019-ncov/travelers/"
Indiana,Lawrenceburg Community School Corp,1805700,TRUE,FALSE,1,http://www.lburg.k12.in.us/article/207780?org=lawrenceburg-community-school-district
Indiana,Lebanon Community School Corp,1805790,FALSE,TRUE,2,"http://www.leb.k12.in.us/Domain/501, http://www.leb.k12.in.ushttps://www.leb.k12.in.us/covid19"
Indiana,Lewis Cass Schools,1810680,FALSE,TRUE,4,"http://www.sescschools.nethttp://www.lewiscass.net/covid-update-employee-resolution/, http://www.sescschools.nethttp://www.lewiscass.net/covid-19-update/, http://www.sescschools.nethttp://www.lewiscass.net/school-closing-covid-19/, http://www.sescschools.nethttp://www.lewiscass.net/covid-19/"
Indiana,Linton,STOCKTON SCHOOL CORPORATION,TRUE,FALSE,1,NA
Indiana,Logansport Community Sch Corp,1806030,FALSE,TRUE,4,"http://www.lcsc.k12.in.us//o/logansport-community-school-corporation/page/covid-19-information--15, http://www.lcsc.k12.in.us/https://www.lcsc.k12.in.us/o/logansport-community-school-corporation/page/covid-19-information--15, http://www.lcsc.k12.in.us//article/208151?org=logansport-community-school-corporation, http://www.lcsc.k12.in.us/https://www.lcsc.k12.in.us/o/logansport-community-school-corporation/page/covid-19-information--15"
Indiana,Loogootee Community Sch Corp,1806060,FALSE,TRUE,2,"http://www.loogootee.k12.in.us//Content/244, http://www.loogootee.k12.in.us//Content/244"
Indiana,m s d Bluffton,HARRISON,FALSE,TRUE,5,NA
Indiana,m s d Boone Township,1800750,TRUE,FALSE,5,"http://www.hebronschools.k12.in.ushttps://www.in.gov/coronavirus/, http://www.hebronschools.k12.in.us/News/10372, http://www.hebronschools.k12.in.us/News/10372, http://www.hebronschools.k12.in.us/News/10371, http://www.hebronschools.k12.in.us/News/10371"
Indiana,m s d Decatur Township,1802640,TRUE,TRUE,2,"http://www.msddecatur.k12.in.us/about/news/1676409/covid-19-update-3-12-20-5-30pm, http://www.msddecatur.k12.in.us/about/news/1676635/msd-of-decatur-township-faq-s"
Indiana,m s d Lawrence Township,1805670,TRUE,TRUE,3,"http://www.ltschools.orghttp://www.ltschools.org/announcements/coronavirus-preparedness-(1), http://www.ltschools.org/Announcements/Coronavirus-Preparedness-(1), http://www.ltschools.org/Announcements/COVID-19-Community-Resources-(1)"
Indiana,m s d Pike Township,1808910,TRUE,TRUE,9,"http://www.pike.k12.in.us/https://www.pike.k12.in.us/Content/pike-covid-19-coronavirus-info-, http://www.pike.k12.in.us/https://www.pike.k12.in.us/Content/pike-covid-19-coronavirus-info-, http://www.pike.k12.in.us//Content/pike-covid-19-coronavirus-info-, http://www.pike.k12.in.us/https://www.pike.k12.in.us/Content/pike-covid-19-coronavirus-info-, http://www.pike.k12.in.us//Content/pike-covid-19-coronavirus-info-, http://www.pike.k12.in.us/https://www.pike.k12.in.us/Content/pike-covid-19-coronavirus-info-, http://www.pike.k12.in.us//News/pike-coronavirus-info, http://www.pike.k12.in.us//News/pike-coronavirus-info, http://www.pike.k12.in.us/https://www.pike.k12.in.us/Content/pike-covid-19-coronavirus-info-"
Indiana,m s d Shakamak Schools,1810110,TRUE,TRUE,2,"http://www.shakamak.k12.in.us//UserFiles/Servers/Server_893126/File/School%20update%20COVID19%20Website.pdf, http://www.shakamak.k12.in.us//UserFiles/Servers/Server_893126/File/K-12%20SHAKAMAK%20MEAL%20PLAN.pdf"
Indiana,m s d Southwest Allen County Schls,1800030,FALSE,TRUE,2,"http://www.sacs.k12.in.us/http://covington.sacs.k12.in.us/, http://www.sacs.k12.in.us//news/what_s_new/information_about_c_o_v_i_d_-_19"
Indiana,m s d Wabash County Schools,1812180,TRUE,TRUE,2,"http://www.msdwc.k12.in.us//essentials/covid-19-coronavirus-updates, http://www.msdwc.k12.in.us//essentials/covid-19-coronavirus-updates"
Indiana,m s d Warren County,1806080,FALSE,TRUE,1,http://www.msdwarco.k12.in.us//images/Media/HealthandNutrition/WarrenCountyCOVID-19NoticeLettertoParents.pdf
Indiana,m s d Warren Township,1812360,TRUE,TRUE,2,"http://www.warren.k12.in.us//o/msd-of-warren-township/page/covid-19-coronavirus-disease-2019, http://www.warren.k12.in.us/https://www.warren.k12.in.us/o/msd-of-warren-township/page/covid-19-coronavirus-disease-2019"
Indiana,m s d Washington Township,1812720,FALSE,TRUE,7,"http://www.msdwt.k12.in.us/https://www.msdwt.k12.in.us/2020/03/health-concerns/, http://www.msdwt.k12.in.us/https://www.msdwt.k12.in.us/2020/03/march-13-covid-19-update/, http://www.msdwt.k12.in.us/https://www.msdwt.k12.in.us/category/news/covid19/, http://www.msdwt.k12.in.us/https://www.msdwt.k12.in.us/category/news/covid19/, http://www.msdwt.k12.in.us/https://www.msdwt.k12.in.us/category/news/covid19/, http://www.msdwt.k12.in.us/https://www.msdwt.k12.in.us/category/news/covid19/, http://www.msdwt.k12.in.us/https://www.msdwt.k12.in.us/category/news/covid19/"
Indiana,Maconaquah School Corp,1806090,TRUE,TRUE,3,"http://www.maconaquah.k12.in.us/https://wwwnc.cdc.gov/travel/page/covid-19-cruise-ship, http://www.maconaquah.k12.in.us/https://www.maconaquah.k12.in.us/updates, http://www.maconaquah.k12.in.us/https://wwwnc.cdc.gov/travel/page/covid-19-cruise-ship"
Indiana,Madison Consolidated Schools,1806120,FALSE,TRUE,1,http://www.madison.k12.in.us/document-library-list-view/family-information/covid-19-information
Indiana,Madison,GRANT UNITED SCHOOL CORP,FALSE,TRUE,2,NA
Indiana,Marion Community Schools,1806390,TRUE,TRUE,3,"http://www.marion.k12.in.us/corona, http://www.marion.k12.in.us/corona, http://www.marion.k12.in.us/mcs-coronavirus-covid-19-information"
Indiana,Michigan City Area Schools,1806570,TRUE,TRUE,1,http://www.mcas.k12.in.us/domain/3579
Indiana,Middlebury Community Schools,1806600,TRUE,TRUE,2,"http://www.mcsin-k12.orgbulletins/index.cfm?id=619, http://www.mcsin-k12.org/staffonly/index.cfm?f=Mrs_Allens_address_3-17-2020.mp4"
